Restaurant ID,Restaurant Name,Country,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
18238249,Kasturi Family Restaurant,India,New Delhi,"North Indian, Chinese",400,No,Yes,3.0,20
309346,Kerala Cafe,India,New Delhi,Kerala,300,No,No,3.3,45
307306,Keuchen Paradise,India,New Delhi,Bakery,300,No,Yes,2.8,8
18203881,Kook For Health,India,New Delhi,"American, Asian, North Indian, Mexican, South Indian",500,No,Yes,3.3,21
18138441,Lahorian's Sweets & Bakers,India,New Delhi,"Street Food, Desserts",250,No,No,2.9,5
8531,Mr. Baker's,India,New Delhi,"Bakery, Fast Food",100,No,No,3.0,22
18267785,Night Food Delivery,India,New Delhi,"North Indian, Chinese",500,No,Yes,2.7,5
8110,Nine 2 Nine Snacks & Restaurant,India,New Delhi,"North Indian, Street Food",250,No,No,2.9,5
18281964,Punjabi Mirch,India,New Delhi,North Indian,400,No,No,3.0,4
2932,Rasoi The Food Express,India,New Delhi,"North Indian, Chinese",600,No,Yes,2.6,53
6182,Republic of Chicken,India,New Delhi,"Raw Meats, Fast Food",400,No,No,2.8,11
18324529,Sandwichai,India,New Delhi,Fast Food,350,No,Yes,3.3,58
308237,SB's Raisins,India,New Delhi,"Bakery, Desserts, Fast Food",350,No,Yes,2.8,15
311894,Shanghai Kitchen,India,New Delhi,"Chinese, Fast Food",300,No,No,3.1,26
300960,Shiv Shakti Restaurant,India,New Delhi,"South Indian, Chinese",200,No,No,3.0,18
308222,Smoky Chettinad,India,New Delhi,"South Indian, Chettinad",600,No,No,2.8,49
18258510,Spice Fusion,India,New Delhi,"North Indian, Mughlai",400,No,No,3.1,7
308526,Sweet Toof Designer Cakes,India,New Delhi,"Bakery, Desserts",250,No,No,3.1,7
301118,The Chef,India,New Delhi,"North Indian, Chinese",600,No,Yes,3.2,23
309551,The Edge Cafe,India,New Delhi,"Fast Food, Chinese",400,No,Yes,3.1,53
9736,The Epicure - Fraser Suites,India,New Delhi,"Asian, Thai, Chinese, North Indian",2000,Yes,No,3.1,80
18022625,Udupidarshini Veg Restaurant,India,New Delhi,"Chinese, North Indian, South Indian",550,No,Yes,3.4,33
18420679,36 lebzelter,India,New Delhi,"Bakery, Desserts",150,No,No,3.7,39
301361,Baked Buns,India,New Delhi,"Fast Food, Pizza, Burger",500,No,Yes,3.6,165
312991,Freakin Beans,India,New Delhi,Cafe,250,No,No,3.7,72
18277153,Nutri Cafe,India,New Delhi,Fast Food,500,No,Yes,3.7,49
18273548,Senorita's,India,New Delhi,"Mexican, North Indian",550,No,No,3.7,57
18399818,Village - The House of Food,India,New Delhi,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,No,Yes,3.7,65
8062,Aman Vaishno Dhaba,India,New Delhi,North Indian,150,No,No,0.0,1
304254,Anupam Hotel,India,New Delhi,North Indian,200,No,No,0.0,2
18469823,Bake Bank,India,New Delhi,"Bakery, Desserts",300,No,No,0.0,0
18057803,Buzybee,India,New Delhi,"Bakery, Desserts",300,No,No,0.0,0
18208900,Cafe Tandoor,India,New Delhi,Fast Food,250,No,No,0.0,2
18420694,Chawlas 2,India,New Delhi,"North Indian, Mughlai",500,No,No,0.0,1
18438463,Choksi Chinese,India,New Delhi,Chinese,200,No,No,0.0,0
18317329,Desi Chulha,India,New Delhi,"North Indian, Chinese",400,No,No,0.0,0
18442896,Fumble Foods,India,New Delhi,"North Indian, Fast Food",150,No,No,0.0,0
18494989,Games v/s Cafe,India,New Delhi,"Cafe, Beverages",200,No,No,0.0,0
18432170,Goodies- Snacks N More,India,New Delhi,"Fast Food, Chinese",400,No,No,0.0,1
18489526,Grubhouse Cafe,India,New Delhi,Fast Food,300,No,No,0.0,0
18375372,Mr. Baker's,India,New Delhi,Bakery,250,No,No,0.0,1
8108,Muradabadi Chicken Biryani & Dhaba,India,New Delhi,North Indian,450,No,No,0.0,3
6237,Pakiza Restaurant,India,New Delhi,"North Indian, Mughlai",600,No,No,0.0,2
311993,Riddhi Siddhi Restaurant,India,New Delhi,"North Indian, Fast Food",200,No,No,0.0,2
18479003,Rockers & Shockers,India,New Delhi,"North Indian, Mughlai, Chinese",550,No,No,0.0,0
18472612,Saikutir Food,India,New Delhi,"North Indian, South Indian, Chinese",200,No,No,0.0,0
18357972,Satnaam Foods,India,New Delhi,North Indian,300,No,No,0.0,0
18375388,Senorita's,India,New Delhi,Mexican,300,No,No,0.0,3
18292453,Shri Bala Ji Rasoi,India,New Delhi,North Indian,200,No,No,0.0,0
18421494,South Indian,India,New Delhi,South Indian,150,No,No,0.0,0
8033,Tip Top Eating Corner,India,New Delhi,North Indian,100,No,No,0.0,0
18360957,ToLoveFromLove,India,New Delhi,"Bakery, Desserts",300,No,No,0.0,0
18281993,Tripti Foods,India,New Delhi,South Indian,200,No,No,0.0,1
18282003,U Like,India,New Delhi,Bakery,150,No,No,0.0,3
18421492,Zayka chicken restaurant,India,New Delhi,"North Indian, Biryani",300,No,No,0.0,0
6190,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,2.4,49
2017,Food Fantasy,India,New Delhi,"North Indian, Chinese, Fast Food",500,No,Yes,2.4,76
308812,Just Chinese,India,New Delhi,Chinese,300,No,Yes,2.4,36
308848,Agarwal Bikaneri Sweets,India,New Delhi,"Mithai, Street Food",100,No,No,3.1,12
301056,Bikaner Sweets,India,New Delhi,Mithai,100,No,No,2.8,14
301692,Breadz,India,New Delhi,"Bakery, Fast Food",300,No,Yes,3.3,48
18265707,Desi Jugaad,India,New Delhi,"North Indian, Chinese",350,No,No,3.2,12
18368006,Food Trax,India,New Delhi,Chinese,300,No,No,2.9,4
18225277,Hub Tub,India,New Delhi,"Chinese, Fast Food",300,No,No,3.0,7
2936,Malabar Foods,India,New Delhi,"North Indian, Fast Food",500,No,Yes,2.7,49
18291201,Mitra Di Chaap,India,New Delhi,"Street Food, Fast Food",300,No,No,3.0,5
3854,New Hyderabadi Biryani House,India,New Delhi,"North Indian, Biryani",500,No,Yes,2.5,25
308831,New Madras Cafe,India,New Delhi,South Indian,250,No,No,2.8,11
301062,Roll Club,India,New Delhi,Fast Food,250,No,No,3.2,44
5186,Sanju Cool & Hot Hut,India,New Delhi,"North Indian, Street Food",250,No,No,2.8,8
3851,Sethi's Kabab & Curries,India,New Delhi,North Indian,500,No,No,3.1,22
305357,South Indian Fast Food,India,New Delhi,South Indian,300,No,No,3.3,23
2019,Sweets and Spices,India,New Delhi,"North Indian, Chinese, South Indian, Fast Food",400,No,No,2.8,69
305370,Urban Degchi Kitchen & Bar,India,New Delhi,"North Indian, Chinese",1000,Yes,Yes,2.6,94
301053,Wah Ji Wah,India,New Delhi,"North Indian, Fast Food",400,No,Yes,3.1,81
308844,Zaiqa Kathi Roll & Momos,India,New Delhi,Street Food,150,No,No,3.3,16
308839,Duggal Snacks,India,New Delhi,Street Food,50,No,No,3.6,32
18440191,Granny's Flavour,India,New Delhi,Street Food,150,No,No,3.5,16
18203185,Moustache Coffee,India,New Delhi,Cafe,400,No,Yes,3.7,79
301047,Pradeep Pav Bhaji,India,New Delhi,Street Food,200,No,No,3.8,94
312492,Sandwich Factory,India,New Delhi,Cafe,500,No,Yes,3.9,254
4672,Scorpio Cafe,India,New Delhi,"Chinese, Fast Food",400,No,Yes,3.7,410
311336,Veggie-Licious,India,New Delhi,"North Indian, Chinese, Continental, Fast Food",450,No,Yes,3.6,100
18379056,Creamy Creation,India,New Delhi,Bakery,300,No,No,0.0,0
18440185,Evergreen Food Corner,India,New Delhi,"Fast Food, Raw Meats",350,No,No,0.0,3
18440429,K.D Corner,India,New Delhi,North Indian,300,No,No,0.0,0
2942,Slice Of Italy,India,New Delhi,"Italian, Pizza, Bakery",700,No,Yes,2.2,119
301103,Anokha Chinese Hut,India,New Delhi,"North Indian, Chinese",700,No,No,2.6,27
18292451,Bobby Dhaba & Caterers,India,New Delhi,"North Indian, Mughlai",450,No,No,3.1,5
9740,Clever Fox Cafe,India,New Delhi,"North Indian, Continental, Chinese",900,Yes,No,3.0,25
301106,Dana Pani,India,New Delhi,"North Indian, Chinese",300,No,No,2.8,4
6225,Hotel Malabar,India,New Delhi,Kerala,300,No,No,3.0,24
301120,Lumbini Fast Point,India,New Delhi,"Chinese, Fast Food",400,No,No,3.0,30
307850,Mayur Restaurant,India,New Delhi,"North Indian, South Indian, Chinese",400,No,No,2.8,19
18292449,MOC - The American Restaurant,India,New Delhi,"American, Fast Food",400,No,No,2.6,35
301116,Muradabadi Chicken Biryani,India,New Delhi,North Indian,450,No,No,3.3,28
8462,New Aggarwal Sweet Corner,India,New Delhi,Mithai,100,No,No,2.7,11
309599,Pizza Castle,India,New Delhi,"Pizza, Fast Food",500,No,Yes,2.7,29
309499,Punjabi Dhaba,India,New Delhi,North Indian,200,No,No,3.0,6
300958,Qureshi Chicken Corner,India,New Delhi,North Indian,200,No,No,3.0,6
301105,Samarpan Fast Food,India,New Delhi,Chinese,300,No,No,2.9,9
311228,Shaan-E-Tandoorz,India,New Delhi,North Indian,400,No,No,2.9,5
6226,Sonu Sudh Bhojnalaya,India,New Delhi,North Indian,250,No,No,2.8,10
311229,The Test,India,New Delhi,North Indian,500,No,No,2.9,4
306555,True Blue,India,New Delhi,"Chinese, North Indian",900,Yes,No,3.3,26
301110,Zaika Kathi Rolls,India,New Delhi,Fast Food,150,No,No,3.0,13
304986,Baked Buns,India,New Delhi,Fast Food,500,No,Yes,3.5,90
311256,A One Muradabadi,India,New Delhi,North Indian,300,No,No,0.0,3
307847,Annapurna,India,New Delhi,North Indian,100,No,No,0.0,1
18376492,Cake Walkers,India,New Delhi,Bakery,200,No,No,0.0,2
6216,Harish And Sonu Sudh Bhojnalya,India,New Delhi,North Indian,300,No,No,0.0,1
313360,Mitra Da Dhaba,India,New Delhi,"North Indian, Chinese",200,No,No,0.0,2
18490756,Munchies Midnight Delivery,India,New Delhi,"Continental, Italian, Fast Food",300,No,No,0.0,1
18375376,Muradabadi Chicken Corner,India,New Delhi,Mughlai,500,No,No,0.0,3
18089212,Riyaz Chicken Corner,India,New Delhi,Biryani,300,No,No,0.0,1
18375395,Romano's Pizza,India,New Delhi,Pizza,300,No,No,0.0,0
18237719,Royal Spice,India,New Delhi,"Continental, North Indian, South Indian",500,No,No,0.0,1
18082236,Sonu Bhojanalya,India,New Delhi,North Indian,250,No,No,0.0,2
18375383,The Deshi Bites,India,New Delhi,North Indian,500,No,No,0.0,0
309979,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,3.0,7
18025093,Mahara Hotel,India,New Delhi,"North Indian, South Indian",400,No,No,2.9,4
307990,Malik Vegetarian Rasoi,India,New Delhi,North Indian,250,No,No,2.9,9
309517,Yash Aadi Food Corner,India,New Delhi,"North Indian, Chinese",400,No,No,2.9,6
18489842,#hashtag,India,New Delhi,Cafe,500,No,No,0.0,0
18350159,Al Zaika,India,New Delhi,Mughlai,300,No,No,0.0,1
18375201,Ashiyan Foods,India,New Delhi,"North Indian, Chinese, Continental",700,No,No,0.0,0
18025127,Bake My Day,India,New Delhi,"Bakery, Desserts, Fast Food",250,No,No,0.0,2
18478990,Bhutani Chaap,India,New Delhi,"North Indian, Fast Food",250,No,No,0.0,0
18433297,China Pan,India,New Delhi,"Chinese, Fast Food",200,No,No,0.0,0
18472695,Chinese Fast Food,India,New Delhi,"Chinese, Fast Food",200,No,No,0.0,0
18415339,Dilkhush Punjabi Dhaba,India,New Delhi,North Indian,500,No,No,0.0,3
311683,Dragun Hut,India,New Delhi,Chinese,400,No,No,0.0,1
313073,Giani's,India,New Delhi,"Ice Cream, Desserts",400,No,No,0.0,3
18415338,Kathi House,India,New Delhi,Fast Food,200,No,No,0.0,0
18168122,Kerala Kitchen & Restaurant,India,New Delhi,South Indian,250,No,No,0.0,0
18478992,Retro Kichen,India,New Delhi,"Chinese, North Indian",300,No,No,0.0,0
18168124,The China Town,India,New Delhi,Chinese,250,No,No,0.0,1
18414506,The Urban Dhaba,India,New Delhi,North Indian,600,No,No,0.0,1
18409207,Twenty Four Seven,India,New Delhi,"Fast Food, North Indian",300,No,No,0.0,0
6341,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,No,3.4,91
1951,Moti Mahal Delux Tandoori Trail,India,New Delhi,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3.2,151
250,Pizza Hut,India,New Delhi,"Italian, Pizza, Fast Food",1000,No,No,2.8,83
312753,Dill's Chawla Chik-Inn,India,New Delhi,"North Indian, Mughlai",700,No,No,2.9,4
312983,Tandoori Zaaika,India,New Delhi,North Indian,500,No,No,3.0,4
18492029,Aap Ki Khatir,India,New Delhi,"Mughlai, North Indian",400,No,No,0.0,0
18489541,Aggarwal Sweets,India,New Delhi,"Mithai, South Indian, Street Food",250,No,No,0.0,0
18486862,Baskin Robbins,India,New Delhi,Ice Cream,300,No,No,0.0,1
18492025,Bikaner Sweets,India,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",400,No,No,0.0,0
18352672,Bollywood Khana,India,New Delhi,"North Indian, Fast Food",150,No,No,0.0,0
18489825,Cake And Bakes,India,New Delhi,Bakery,200,No,No,0.0,0
18340302,Cake Point,India,New Delhi,"Bakery, Desserts",600,No,Yes,0.0,0
18489819,Chinese Corner,India,New Delhi,Chinese,150,No,No,0.0,0
18175297,Choudhary Dhaba,India,New Delhi,North Indian,350,No,No,0.0,2
18034037,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,0.0,0
18175282,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,0.0,3
18489532,Gujjar Dhaba,India,New Delhi,"Mughlai, North Indian",200,No,No,0.0,0
18277178,Hotel Aditi,India,New Delhi,North Indian,200,No,No,0.0,1
18408079,JMD Food Palace,India,New Delhi,North Indian,500,No,No,0.0,2
18232989,Kitchen Namaste,India,New Delhi,"North Indian, Chinese",200,No,No,0.0,0
18492033,Lajawab Chicken & Fish Fry,India,New Delhi,Mughlai,350,No,No,0.0,0
18489832,Lotus Kitchen,India,New Delhi,North Indian,100,No,No,0.0,0
18467388,Manami Japanese Restaurant,India,New Delhi,Japanese,1000,Yes,No,0.0,0
18175299,Manna Sweets & Restaurant,India,New Delhi,"Mithai, Bakery, North Indian",200,No,No,0.0,1
18337908,Moets Curry Pot,India,New Delhi,"North Indian, Chinese, Italian",1200,No,No,0.0,1
18463608,Mr. Sub,India,New Delhi,Fast Food,400,No,No,0.0,2
18489836,New Gaurav Dhaba,India,New Delhi,North Indian,250,No,No,0.0,0
18277163,Pandit Ji Ki Apni Rasoi,India,New Delhi,North Indian,250,No,Yes,0.0,2
18489545,Rajdhani Restaurant,India,New Delhi,North Indian,200,No,No,0.0,0
18277176,Saraswati Food Corner,India,New Delhi,"Chinese, North Indian, South Indian",250,No,No,0.0,1
18175278,Shri Balaji Bhojnalaya,India,New Delhi,North Indian,250,No,No,0.0,1
18489808,Swadist Bhojnalaya,India,New Delhi,"Chinese, North Indian",200,No,No,0.0,2
18446867,Swiss Gourmessa,India,New Delhi,Bakery,500,No,No,0.0,0
18486879,Truly Yours,India,New Delhi,"North Indian, Street Food, Fast Food",200,No,No,0.0,0
18489852,Uttrakhand Hotel,India,New Delhi,North Indian,200,No,No,0.0,0
18489804,Vandana Food Corner,India,New Delhi,"Fast Food, North Indian, South Indian",150,No,No,0.0,0
18489802,Zaika Biryani,India,New Delhi,"Mughlai, North Indian",350,No,No,0.0,0
3207,Buzz,India,New Delhi,"North Indian, Chinese, Italian, Finger Food",2000,No,Yes,3.4,220
4752,Lighthouse 13,India,New Delhi,"North Indian, European, Chinese",2100,Yes,No,3.4,570
4830,Berco's,India,New Delhi,"Chinese, Thai",1100,No,Yes,3.8,565
4341,The Great Kabab Factory,India,New Delhi,"North Indian, Mughlai",2200,Yes,Yes,3.5,498
307237,The Tea Place by Manjushree,India,New Delhi,"Cafe, Beverages",700,No,No,4.1,92
18260028,Victoria,India,New Delhi,"North Indian, Chinese",1200,Yes,No,3.2,20
18317481,Aces - The Card Room,India,New Delhi,Finger Food,2000,Yes,No,0.0,2
18317473,Curzon - The Royal Bar,India,New Delhi,Finger Food,1000,Yes,No,0.0,0
18317479,London Eye - The Open Lounge,India,New Delhi,Finger Food,2000,Yes,No,0.0,0
18317476,Lord's - The Sports Lounge,India,New Delhi,Finger Food,2000,Yes,No,0.0,1
18317483,Viceroy - The Coffee Shop,India,New Delhi,Cafe,1000,No,No,0.0,0
312576,Munch Nation,India,New Delhi,"Chinese, Fast Food",350,No,Yes,3.8,727
5347,"34, Chowringhee Lane",India,New Delhi,Fast Food,250,No,No,3.2,62
300945,Any Time Food,India,New Delhi,"Fast Food, Beverages",400,No,Yes,2.6,52
300934,Bikaner Sweet House,India,New Delhi,Mithai,200,No,No,3.2,16
3223,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,2.8,94
307554,Giani,India,New Delhi,"Ice Cream, Desserts",400,No,Yes,2.9,39
967,Grand Plaza,India,New Delhi,"North Indian, Chinese, Fast Food",800,No,Yes,3.3,255
6196,Great Wall,India,New Delhi,"North Indian, Mughlai, Chinese",1200,No,No,2.7,47
18381220,Healthy Food Station,India,New Delhi,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",400,No,Yes,3.1,25
2491,Hostess Tasty Bites,India,New Delhi,Chinese,500,No,No,3.1,16
1041,Hot Pot,India,New Delhi,Chinese,500,No,No,3.1,105
982,Kabab Factory,India,New Delhi,"North Indian, Mughlai, Chinese",700,No,No,3.0,12
18352186,Keventers,India,New Delhi,Beverages,400,No,No,3.1,17
9380,Krishna Sweet House,India,New Delhi,"Mithai, South Indian",200,No,No,3.3,32
1303,Mitraz,India,New Delhi,"North Indian, Chinese",850,Yes,Yes,3.4,101
18168462,Nut Khut Chaats & Snacks,India,New Delhi,"Fast Food, Street Food",300,No,No,3.2,8
311734,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.4,68
2291,The Host,India,New Delhi,Chinese,450,No,No,2.7,20
9427,Chacha Di Hatti,India,New Delhi,Street Food,100,No,No,3.7,78
5874,Cocoberry,India,New Delhi,Desserts,300,No,No,3.5,62
3375,Eating Corner,India,New Delhi,"North Indian, Fast Food, Street Food",300,No,No,3.7,142
312353,El Posto,India,New Delhi,Bakery,300,No,No,3.5,41
180,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,Yes,3.6,122
18057822,Pizza Station,India,New Delhi,Pizza,300,No,No,3.5,20
6607,Puri Bakers,India,New Delhi,"Bakery, Fast Food",300,No,No,3.7,128
18247031,JAIL - Behind The Bar,India,New Delhi,"North Indian, Chinese, Continental, Italian",1600,Yes,Yes,4.1,155
18264447,Curry Shurry,India,New Delhi,"North Indian, Mughlai",600,No,Yes,3.3,28
300911,Frontier,India,New Delhi,Bakery,200,No,No,3.2,15
4090,Hari Om Bhojnalaya,India,New Delhi,North Indian,400,No,No,3.2,21
5729,Nirmal's,India,New Delhi,Chinese,400,No,No,2.7,9
309704,Sardar A Pure Meat Shop,India,New Delhi,"Raw Meats, Fast Food, North Indian",150,No,No,2.8,13
964,The Dragon Hucks,India,New Delhi,Chinese,800,Yes,No,3.3,97
307333,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,3.5,38
5765,New Arjun Bombay Pav Bhaji,India,New Delhi,Street Food,250,No,No,3.8,234
18037821,Sweeter Delight,India,New Delhi,Bakery,300,No,No,0.0,3
18400738,Madaari,India,New Delhi,"North Indian, Chinese, Continental, Italian",1200,Yes,No,4.3,113
307730,Amritsari Express,India,New Delhi,North Indian,400,No,No,3.4,33
305251,Barista,India,New Delhi,Cafe,650,No,No,3.1,18
312087,Baskin Robbins,India,New Delhi,Ice Cream,300,No,No,3.1,6
18070503,Bikano's Chat Cafe,India,New Delhi,"Street Food, South Indian, Chinese",500,No,No,2.7,31
18454460,Burger Singh,India,New Delhi,"Burger, Fast Food",500,No,Yes,3.3,19
18419902,Cafe Grub,India,New Delhi,"Chinese, Fast Food",300,No,No,3.2,13
307356,Chicago Pizza,India,New Delhi,Pizza,800,No,No,2.9,48
8580,Cocoberry,India,New Delhi,Desserts,300,No,No,3.1,25
18324914,Dosa Plaza,India,New Delhi,South Indian,400,No,No,3.2,13
300473,Karim's,India,New Delhi,"North Indian, Mughlai",700,No,No,3.3,79
306250,Kebab Xpress,India,New Delhi,"North Indian, Mughlai",600,No,No,3.2,32
18356784,Keventers,India,New Delhi,Beverages,400,No,No,3.3,11
8373,KFC,India,New Delhi,"American, Fast Food",500,No,Yes,2.6,87
308101,Paranthas 21,India,New Delhi,"North Indian, Street Food",350,No,No,3.3,28
8840,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.6,69
18228870,Wow! Momo,India,New Delhi,"Tibetan, Chinese",350,No,No,3.2,41
7066,Berco's,India,New Delhi,"Chinese, Thai",1100,No,Yes,3.5,120
305479,Dunkin' Donuts,India,New Delhi,"Burger, Desserts, Fast Food",600,No,No,3.5,107
8845,Giani's,India,New Delhi,"Ice Cream, Desserts",400,No,No,3.5,33
7509,The Beer Cafe,India,New Delhi,"Finger Food, North Indian",1200,Yes,No,3.8,371
302715,Basil Tree,India,New Delhi,"North Indian, Italian, Chinese",1000,Yes,Yes,2.4,96
18241509,Chaayos,India,New Delhi,"Cafe, Tea",400,No,No,4.1,60
18277003,QD's Restaurant,India,New Delhi,"Chinese, North Indian, Fast Food, Italian",800,No,Yes,4.1,137
7547,Ada e Handi Restaurant,India,New Delhi,"Mughlai, North Indian, Chinese",700,No,Yes,2.6,34
301236,Darjeeling Momos,India,New Delhi,"Chinese, Fast Food",250,No,No,2.9,22
18082630,Ingredients,India,New Delhi,North Indian,750,Yes,Yes,3.3,27
7548,Al Quresh,India,New Delhi,"North Indian, Mughlai",600,No,No,3.6,62
310419,Angels in my Kitchen,India,New Delhi,"Bakery, Desserts, Fast Food",350,No,Yes,3.5,57
4634,Aapki Rasoi,India,New Delhi,North Indian,300,No,No,3.1,15
18228874,Bats On Delivery,India,New Delhi,"North Indian, Fast Food",700,No,No,3.1,17
18433904,Bimbo Cakes,India,New Delhi,Bakery,400,No,No,3.2,10
312145,Burger Bros,India,New Delhi,"Fast Food, Burger",300,No,No,3.1,21
304585,Chinese Food Corner,India,New Delhi,"Chinese, North Indian",500,No,No,2.5,20
312916,CL Snacks,India,New Delhi,Street Food,150,No,No,3.1,7
313006,Kapoor's Sanjha Chulha,India,New Delhi,"North Indian, Mughlai",500,No,No,3.0,5
305861,King's,India,New Delhi,Ice Cream,150,No,No,3.2,7
9026,Kumar Hotel,India,New Delhi,"North Indian, Mughlai",700,No,No,3.4,57
309178,Kumar Pastry Shop,India,New Delhi,"Bakery, Fast Food",300,No,No,3.2,31
18249097,Midnight Adda,India,New Delhi,North Indian,600,No,No,3.0,6
308880,Mughlaai Daawat,India,New Delhi,"North Indian, Mughlai, Fast Food",550,No,No,2.9,8
18382113,Pindiwala,India,New Delhi,Mughlai,500,No,No,3.0,4
18241861,Pipes & Hipes,India,New Delhi,"North Indian, Chinese, Fast Food",900,Yes,No,3.0,8
310162,Sai Rasoi,India,New Delhi,"Chinese, North Indian",500,No,No,3.1,9
303589,Snaxpress Tastes & Cakes,India,New Delhi,"Bakery, Desserts",200,No,No,2.9,5
311459,Veggie Adda,India,New Delhi,"North Indian, Fast Food",400,No,Yes,3.4,25
9053,C L Corner,India,New Delhi,Street Food,100,No,Yes,3.8,85
312893,Chin 10,India,New Delhi,"North Indian, Chinese",500,No,No,3.5,53
18273640,Kati Roll Cottage,India,New Delhi,Fast Food,200,No,Yes,3.7,39
308130,Kings Kulfi,India,New Delhi,Ice Cream,150,No,No,3.7,39
5663,Paramjeet Machi Wala,India,New Delhi,"Seafood, North Indian",700,No,No,3.6,99
18247005,Rajan Corner,India,New Delhi,South Indian,400,No,No,3.6,20
18449827,Amit Dhaba,India,New Delhi,Fast Food,200,No,No,0.0,0
18342574,Apni Rasoi,India,New Delhi,North Indian,500,No,No,0.0,0
18391689,Chap Corner,India,New Delhi,Street Food,250,No,No,0.0,0
304573,Chinese Corner,India,New Delhi,"Fast Food, Chinese",350,No,No,0.0,0
304586,Evergreen Punjabi Swad,India,New Delhi,North Indian,200,No,No,0.0,2
18449629,Giani,India,New Delhi,"Ice Cream, Desserts",400,No,No,0.0,0
18451179,Hot & Hot Shudhir Chinese Point,India,New Delhi,"Chinese, Fast Food",300,No,No,0.0,0
18451158,Hungerz Hub,India,New Delhi,"Burger, Pizza, Fast Food",250,No,No,0.0,0
18451166,Magic Mo:Mo Corner,India,New Delhi,"Chinese, Fast Food",250,No,No,0.0,0
18238245,Malhotra's Zayeeka,India,New Delhi,"North Indian, Chinese",500,No,No,0.0,1
308110,Moji Dhaba,India,New Delhi,North Indian,400,No,No,0.0,0
312213,Naughty 9 Kitchen & Bar,India,New Delhi,"North Indian, Chinese",600,No,No,0.0,3
18410370,Street Chaat Chatoron Ka Adda,India,New Delhi,Street Food,100,No,No,0.0,0
18236975,Syall Kotian Da Dhaba,India,New Delhi,North Indian,500,No,No,0.0,0
18471517,Taaj Kitchen,India,New Delhi,"Asian, North Indian, Mughlai",700,Yes,No,0.0,1
304469,Tirath Sweets,India,New Delhi,Mithai,100,No,No,0.0,0
18451144,Tummyy Tull,India,New Delhi,Fast Food,200,No,No,0.0,0
4084,34 Parkstreet Lane,India,New Delhi,Fast Food,200,No,No,2.9,4
310947,Bhikaram Bhujawala,India,New Delhi,Mithai,100,No,No,3.0,5
310989,Chawla The Pastry Palace,India,New Delhi,Bakery,200,No,No,2.9,5
18358295,Food Box,India,New Delhi,Fast Food,300,No,No,3.0,4
18317756,Foody Box,India,New Delhi,"North Indian, Chinese",300,No,No,3.1,8
310936,Giani,India,New Delhi,"Ice Cream, Desserts",300,No,No,3.1,9
308796,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,3.1,14
18460320,Heaven's Shawarma,India,New Delhi,Lebanese,200,No,No,3.0,6
18241893,Hyderabad Spl. Chicken Biryani Point,India,New Delhi,Mughlai,350,No,No,3.0,4
18363053,Keshar,India,New Delhi,"North Indian, South Indian, Chinese",400,No,No,3.0,4
310997,Madras Cafe,India,New Delhi,"South Indian, Chinese",450,No,No,2.7,11
6629,Milan Chole Bhature,India,New Delhi,Street Food,100,No,No,3.1,12
302685,New Laxmi Sweets,India,New Delhi,"South Indian, Chinese, Fast Food, Mithai",200,No,No,2.8,11
18241860,Pasta Hub,India,New Delhi,Fast Food,250,No,No,3.1,7
2920,Patna Roll Center,India,New Delhi,Fast Food,200,No,No,3.1,10
18238281,Refuel,India,New Delhi,Beverages,150,No,No,3.1,6
18204485,Saara Veg,India,New Delhi,"North Indian, Chinese",400,No,No,3.0,4
18126086,SGF - Spice Grill Flame,India,New Delhi,"North Indian, Chinese",500,No,No,3.1,8
9031,Shivam Corner,India,New Delhi,North Indian,100,No,No,3.0,14
18254532,Swad Mubarak,India,New Delhi,North Indian,200,No,No,3.0,11
18380219,The Little Fork,India,New Delhi,"Chinese, North Indian",700,No,Yes,3.1,5
18258473,The Metro Fast Food,India,New Delhi,Chinese,250,No,Yes,2.6,6
303602,Tibet Kujing,India,New Delhi,"Chinese, Tibetan",400,No,No,2.9,11
18396163,Yummy Adda,India,New Delhi,"North Indian, Mughlai",400,No,No,3.5,14
18485962,Bawarchi's Canteen,India,New Delhi,North Indian,100,No,No,0.0,0
18421485,Bikaner Restaurant,India,New Delhi,North Indian,100,No,No,0.0,0
18363044,Bikaner Sweets Chaat cafe,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,0
